taxonomy	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28963|s__GGB28963_SGB41672	0	0.67692	0.00492	0.03712	0.00506	0	0.17152	0	0.55688	0.01653	1.8679	0.10458	0.00523	0.00633	0.04495	1.38593	1.29361	0.15229	0.24529	0	0.85479	0.52799	0.01801	0.37609	0.5518	0.55119	0.01502	0	0	1.78687	0.8882	0.01934	0.00263	0.45726	0.10887	0.01726	0.2216	0	0	0.6885	1.55186	0.83165	0.00541	0.40136	0.45816	0.79788	0	0.08688	0.18383	0.66843	0.00917	0.63399	0.14428	0.99957	0.02324	0	1.17551	0	1.25406	0	0.47992	0.0088	1.23939	0.07276	0.06862	0	0.44928	0.36312	0.01077	0.00714	0.98272	0.19989	0.60972	0.57368	0.50233	0.28761	0	0.05859	0.05486
k__Bacteria|p__Bacteria_unclassified|c__CFGB76311|o__OFGB76311|f__FGB76311|g__GGB28903|s__GGB28903_SGB41594	0	0.58514	0	0.29814	0	0	0.23363	0.00092	0.12318	0	0.65459	0.00049	0	0.13771	0.09779	4.71222	0.29709	0.27594	0.20822	0	0.04075	0.96318	0.05731	0.13939	0.54788	1.56093	0.09738	0.00953	0.00096	1.22363	0.85574	0.04881	0.01517	0.41461	0.21405	0	0.55952	0	0	0.54115	0.60074	0.49892	0.00276	0.48157	0.29141	1.25035	0	0.01779	0	0.88173	0	0	0	0.2561	0.00189	0	0.73413	0	0	0	0.27944	0	0	0	0	0.10823	0.39645	0	0	0.00168	0.15508	0.00433	0.12606	0.15847	0.37018	0.05533	0	0.0236	0.26344
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001|s__GGB29001_SGB41717	0	0.532	0.02499	0.10769	0	0.35108	0.93163	0.31538	0.87972	0.19146	1.17005	0.16413	0.11742	0	0	0.1218	1.07447	0.02723	0.34262	0	0.12136	0.13669	0.08882	3.21113	1.10237	2.28793	0.20888	0.01159	0.00824	1.01215	1.30252	0.36929	0.00281	1.62411	0.08483	0.01615	0.87642	0.01764	0	0.28222	1.94202	0.33094	0.09422	2.89097	0	0.09896	0	0	2.8081	1.27361	0.09812	2.71095	1.15191	1.26762	0	0	0	0	0.97914	0	3.36174	0	0	0.16235	0.83925	0.2714	0.75104	0	0.09297	0.12021	2.50173	0.00107	0.21493	3.60622	0.24164	0.35165	0.25106	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781	0	0.50157	0	0.43857	0.00838	0	0.46191	0.16667	0.27048	0	0.41208	1.11735	1.66471	3.97762	0.12468	0.42374	0.01769	0.01715	0.52691	0.8203	0.04348	0.03287	2.77114	0.54191	0.17278	0.01137	0.17479	0.51863	0.20714	0	0.6432	0.80515	0	0.01743	0	0	0.80274	0.66681	0.13435	0	0	0.28074	0	0.06083	0.48388	1.03302	0.26254	2.41185	0.14731	0.20989	0	0.30057	0.33696	0.71263	1.48855	0	0	0	0	0.43678	0.03641	2.39752	0.00301	0.601	2.65231	1.57335	0.05371	1.60661	0.0094	0.00075	0.00038	0.75429	0.37799	0.35838	0.13278	0.00912	0	0.48345	2.51062
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349|f__FGB10349|g__GGB31853|s__GGB31853_SGB45233	0	0.48324	0	0	0	0	0	0	0.75501	0	0	0	0	0	0	0.14691	0.05612	0	0.00609	0	0	0.33764	0	0	0.19061	0.2008	0	0	0	0.44742	0	0	0	0.56822	0	0	0.22285	0	0	0.02335	0.4581	0.52366	0	0.21599	0	0.42797	0	0	0.00564	0.00475	0	0.12049	0.06414	0	0	0	0	0	0.31332	0	0.5662	0	0	0	0	0	0.27684	0	0	0	0	0	0.31803	0.63443	0.07911	0.25179	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677	0	0.46867	0	0	0	0	3.00347	0.25855	0.64508	0	0.08186	0	0	0.64545	0	0.79532	0.54901	0.04197	0.01753	0	0.12745	1.12064	0.13458	1.63254	1.70423	1.64171	0.35286	0.01379	0.0066	0.00605	1.75441	0.18044	0	1.00101	0	0	0.53924	0.00232	0.05193	0.15811	0.538	1.14179	0.02169	0.05586	0.67648	1.90162	0.01545	0.19429	1.05947	1.29589	0	3.34757	1.30958	0.09895	0.47202	0.01152	4.00127	0	0	0.23372	1.27433	0.59682	0.77665	0.03253	0.35929	0	0.05645	1.78098	0.00091	0.00209	0.94905	0.24252	0.08534	0.11816	0.21583	0.9175	0	0	0.01068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514	0	0.43368	0	1.29695	0.00489	1.56075	0.06703	0.37812	0.13808	2.02506	0.52868	0	0.08224	0	0	0.03274	0.348	0	0.55114	0.01887	0.07735	0.02386	0	0.10103	0.1301	0.08866	0.2083	0	0	0.11389	0.2669	0.05738	0	0.98037	0.01696	0	0.02386	0	0	0	0.02313	0.10776	0.19391	0	1.11004	0.51455	0	0	0	0.57784	1.18672	0.11904	0.19363	0.99478	0.05378	0.10442	0.09287	0	0.0991	0	0.15485	0.048	0.03023	0	0	0.36027	0.01484	0.02494	0.22219	1.42387	0.08982	0.03852	0.0479	0	0	0.00091	0	0	0.62659
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB41703	0	0.41755	0.21866	0.1154	0	0	0	0.08222	0	0.53961	0.03222	0.09053	0.11351	0.00628	0.00685	0.06507	0.0955	0	0	0	0	0	0	0	0	0	0.00441	0	0	0.3105	0.11841	0.11422	0.07297	0	0.01876	0.06166	0	0	0	0	0.30916	0	0.05143	0	0.55552	0	0	0.01325	0.0015	0	0.13523	0	0	0	0.03618	0.11169	0	0	0	0	0.07457	0.09842	0.00107	0.27719	0	0.16303	0	0.1755	0	0.10539	0.20976	0.10011	0.18028	0.40845	0.23837	0.08404	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170|g__GGB28392|s__GGB28392_SGB40972	0	0.39296	0	0	0	0	0	0	0	0	0.00948	0	0	0	0	0	0	0	0	0	0	2.24065	0	0.35271	0.01402	0.73425	0	0	0	0	0.87366	0	0	3.68947	0	0	0	0	0	0	0	0	0	0.03768	0	0	0	0	0	0.05477	0	0	0.01388	0	0	0	0	0	0.02449	0	0	0	0.17509	0.0137	0	0	0.26003	0.00135	0	0	0.01397	0	0	0	0.56685	0.5588	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Hungateiclostridiaceae_bacterium_KB18	0	0.37437	0	0.04298	0	0	0.21743	0.08166	0.49735	0.00856	0.7494	0	0.02666	0	0	0.0068	3.78639	0.14919	2.3904	0	0.34619	0.43809	0.00773	0.48864	0.01908	1.09643	0.02945	0	0	0.74372	0.52533	0.04364	0	0.01099	0.0079	0	0.672	0	0	0.09414	1.2565	1.77594	0.0389	0	1.86684	0.24205	0	0	0.0344	0	0.10227	2.21402	0.88109	4.37299	0.23524	0.00213	0.07289	0	1.39872	0.0063	0	0.09674	1.4877	0.06871	0	0.00266	0.7439	1.98109	0.03257	0.20708	0.92268	0.00473	0.01534	0	0.00483	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335	0	0.35859	0	0.04043	0	0	0.27016	0.10893	0.70925	0.0372	0.33538	0	0.64976	0	0.0243	0.93862	0.39692	0.05744	2.16441	0	0.02044	0.07603	0.02674	3.10698	0.80763	3.73016	0.09565	0.05201	0.07805	1.54792	0.05594	0.02921	0	1.46938	0.0708	0	0.13167	0.00241	0.07782	0.64154	1.58885	0.19706	0.02673	0.47534	1.24313	3.252	0.0147	0.0506	3.05749	0.43439	0.02641	0.70056	0.08553	1.68313	0.04905	0.16633	0.03682	0	0.46418	0	0.58233	0.29157	8.68741	0.41078	0.06061	0.0189	0.15692	4.35144	0.0549	0.00526	1.08665	0.03966	0	0.00493	0.79575	1.18112	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB28428|s__GGB28428_SGB41011	0	0.33815	0	0.01189	0	0	0.24166	0	0.0091	0	0	0	0	0	0	0.01424	0.32729	0	0.00856	0	0.0188	0.04656	0	0.11765	0.11672	0	0	0	0	0	0.07171	0	0	0.94123	0	0	0	0	0	0.63884	0	0.15355	0.06881	1.16914	0	0.36078	0	0	0	0.28696	0	0	3.3138	0	0	0	0	0	0.45182	0.16324	0.07391	0	0.17229	0	0	0	0	0.3427	0	0	0.11211	0	0	0	0.94863	0.89201	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28888|s__GGB28888_SGB41569	0	0.32537	0	0.09652	0	0	0.64456	0	0.35963	0	1.4126	0.00316	0.11677	0	0	0.8028	0.73345	0.04906	6.3244	0	1.00119	0.29961	0.00407	0.72678	0.47036	1.22909	0.07418	0.00189	0	0.60645	0.95281	0.00644	0	0.28213	0	0	0.34002	0	0.00922	0.72396	0.82009	0.71414	0.01649	0.46148	0.33676	0.80552	0	0	0	2.59128	0.03393	0.72761	0.4465	0.14006	0	0	1.41936	1.17994	0.97012	0	0.79391	0.01357	0.11371	0.00526	0.01217	0	1.12319	1.25756	0	0.00722	0.26832	0.03287	0.48635	0.32378	0.38544	0.71723	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27849|s__GGB27849_SGB40283	0	0.32282	0.08778	0	0	0	0.11324	0	0.02113	0	0.19858	0.00135	0	0	0	0.0121	0	0	0.55814	0	0.18014	0.14796	0	0.00325	0.00819	0.08515	0	0	0	0	0.09707	0	0	0	0	0	0.33454	0	0	0.00558	0	0	0	0	0	0.15262	0	0	0	0	0	0	0.1833	0	0	0	0.04159	0.07299	0.0587	0	0	0	0.04009	0	0	0	0.09521	0.0403	0.01053	0	0	0	1.12764	0.63663	0	0	0.55644	0	0
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28948|s__GGB28948_SGB41654	0	0.29819	0	0.0082	0	0	0.03973	0.00095	0.17308	0.0175	0.54829	0	0	0	0	0.64815	0.55315	0.27223	0.1988	0	0.93419	0.35242	0	0.18027	0.30909	0.55687	0	0	0	0.29974	0.6232	0.0037	0.04386	0.93265	0	0	0.08858	0	0	1.03245	0.42844	0.23311	0.03505	0.11874	0.04168	0.13066	0	0.00243	0.10241	0.57904	0	0.08008	0.21093	0.08992	0.02621	0.00432	0.63614	0	0.21293	0	0.2195	0.00652	0.38628	0.03669	0	0	0.64817	0.23548	0.0011	0.02305	0.43073	0.00174	0.10034	0.0166	0.32188	0.44434	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28846|s__GGB28846_SGB41513	0	0.27387	0	0.37781	0.05751	0	0.1883	0.2792	0.20423	0.21177	0.35429	0.07649	0.54174	0.66582	0.11928	0.35247	0.18616	0.05491	0.23008	0	0.07674	0.21543	0	0.45974	0.0638	0.32002	0.01736	0.04972	0.35336	0.19878	0.24937	0.10991	0	0.26154	1.16812	0.32157	0.45954	0.2083	2.82348	0.26444	0.34315	0.14561	0.1418	0.1527	0.21833	0.32569	0.10427	0.25246	0.2271	0.38141	0.20277	0.25917	0	0.08044	0.08126	0.209	0.89001	0.26567	0.35477	0.00602	0.53918	0.19626	3.29103	0.1426	0	0.07266	0.21951	1.12184	0.18074	0.62914	0.28141	0.56974	0.01374	0.25504	0.42677	0.20194	0.09118	0	0.02878
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28894|s__GGB28894_SGB41575	0	0.27074	0	0	0	0	0.80544	0.00317	0.09232	0	1.06077	0	0	0	0	0.0321	0.04395	0	0	0	0.1424	0.68043	0	0.18331	0.02948	0.41518	0	0	0	0.07502	0.44637	0	0	0.0051	0	0	0.16916	0	0	0.13387	0.39679	0.05322	0	0.34213	0.04369	0.01545	0	0	0	0.6723	0	0.07826	0.04615	0	0	0	0	0	0	0	0.01907	0	0.09742	0	0	0	0	0	0	0	0.04024	0	0	0.04777	3.78439	0.30213	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB40192	0	0.27032	0	0	0	0	0.10654	0	0.17555	0	0.30155	0	0	0	0	0.17254	0.93394	0	0.04963	0	0.07083	0.28723	0	0.10723	0	0.19509	0	0	0	0.47254	0.08835	0	0	0.31484	0	0	0.29017	0	0	0.43591	0.57103	0.39104	0.05226	0.14892	0.76109	3.3505	0	0	0	0.17543	0	0.53526	1.90262	0.75962	0	0	0.01464	0	0.62065	0	0.12331	0	0.21367	0.00471	0	0	0.05202	0.71099	0	0	0.61639	0	0	0	0.85942	0.60998	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum_intestinale	0	0.26459	0	0.05127	1.04234	0.27599	0.05453	0.0679	0.00384	0.00942	0.00922	0.70946	0.17909	0.0212	0	0	0.03336	0	1.04713	0	0	0.08542	0	0.09467	0.09781	0.6242	0.04832	0	0	0.16367	0.15513	0.20281	0	0	0	0	0	0.12178	0	0.03238	0.2294	1.13215	0.14475	0	0	0.11846	0	0.02427	0.01618	0	0.03933	0.72621	2.23675	1.25563	0.06043	0	1.56333	0	0	0.07635	0	0.84502	0	0.05859	0.85987	0.01777	0	0.01703	0.29661	0.29	0.5743	0.00913	1.07028	0.50855	0.51443	0.47382	0.06126	1.43538	0.40505
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28955|s__GGB28955_SGB41663	0	0.25979	0	0	0	0	1.4747	0.00534	1.41319	0	0.21062	0	0	0	0	0.33843	1.23633	0.02778	1.85545	0	0.1116	0.26478	0.59077	0.65739	0.06309	0.58505	0	0.00262	0	0	0.17273	0	0	0.04382	0	0	0.50513	0	0	0	0.63074	0.67829	0	0.44009	0.68959	0.42869	0	0	0.11237	0.3589	0	2.25175	0.22586	0.79976	0	0	0.17807	0	0	0.55279	0.58763	0.00769	0.05087	0	0	0	0.27424	0.00759	0	0	0.21589	0	0.66503	0.15438	0.64958	0.0807	0.29647	0.40462	0.16561
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_56	0	0.23904	0	0	0	0	0.02493	0	0	0	0	0	0	0	0	0.02442	0	0	1.98341	0	1.75026	0.01794	0	0	0	0.09776	0	0	0	0	0.1373	0	0.6968	0	0	0	0	0	0	0	0	0	0	0	0	0.13071	0	0	0	0	0	0.86291	0	0	0	0	0	0	0.09361	0	0	0	0	0	0	0	0.23332	0	0	0	0.03364	0	0.21615	0.1794	0	1.41566	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3	0	0.23046	0	0	0	0	0	0.00604	0.98549	0.1053	0.09742	0	0	0	0	0	0	0	0	0	0.00367	0.01545	0	0	0.03042	0.33005	0	0	0	0	1.6586	0.00932	0.13518	0.43111	0	0	0	0.02612	0	0.01591	0	0	0	0	0	0	0	0	0	0	0.19212	0	0.43791	0.09333	0	0.01616	1.00335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40403	0	0.03788	3.80285	0.09513	0.60041	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546|s__GGB29546_SGB42338	0	0.22949	0	0	0	0	0	0	0.30604	0	0.37869	0	0	0	0	0.01189	0.18025	0	0.00704	0	0	0.059	0	0.06243	0.05693	0.24689	0	0	0	0.06756	0.02531	0	0	0.02981	0	0	0.03331	0	0	0	0	0.19617	0	0.17534	0.38473	0	0	0	0	0.05894	0	1.06189	0	0.5833	0	0	0	0	0.02944	0	0.07677	0	0	0	0	0	0.0335	0	0	0	0.28275	0	0	0	0.19194	0.02571	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308	0	0.21444	0	0	0.0743	0	1.13776	1.36978	0.49638	0	0.86704	0.00675	1.92269	0.14558	0.79501	0.62759	0.30285	0.01673	1.80459	0.3937	5.37717	0.37122	0.04292	0.94377	2.46734	1.47004	0.05757	0.00334	0.01193	0.13308	0.69465	0.3721	0	1.84006	2.65159	0.05583	0.10837	0.02024	0.05674	0.27942	0.09808	1.20649	0.26399	0.23198	0.27484	0.07924	0	0	0.06734	1.30669	0	2.10925	0.62306	1.38356	0	0.8634	0.03378	1.8583	1.05137	0	0.39265	0.37033	0.9069	0.12457	0	0.0043	0.10899	2.5074	0.01371	0.84048	0.85169	0.08771	0.61221	0.29468	0.74848	1.25984	0	0.00165	0.07731
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB27929|s__GGB27929_SGB41624	0	0.19405	0	1.32863	0.00193	0	0.00039	0.03129	0.68182	0.12847	0.09566	0.06884	0.0365	0.14602	0.00225	0.15811	0.04041	1.06814	0.04909	0	0	0.20903	0.0093	0.82262	0.31414	0.18306	0.22227	0.02362	0.16865	0.9595	0.26875	0.06361	0	0.50309	0.05255	0	0.45398	0.00413	0.05107	0.08488	0.87396	0.43975	0.245	0.60102	0.40278	0.03928	0	0.03431	0.19457	0.23243	0.09372	0.20171	0.09558	0.07266	0.06347	0.67526	0.0094	0.01952	0	0.1937	0.25346	0.04835	0	0.51801	0.07737	0.03656	0.06369	0	0.30929	0.42224	0.04725	0.04246	0.34458	0.34824	0.11977	0.08552	0.05114	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42343|s__GGB42343_SGB59511	0	0.1862	0	0	0	0	0.08476	0	0.01196	0	0.13662	0.18963	0	0	0	0.08874	0.06549	0	0	0	0	0	0	0.0275	0	0.12304	0.0319	0	0	0.17076	0.09281	0	0	0.29431	0.04784	0	0	0	0	0.04107	0.54976	0.41188	0	0.25288	0.29074	0	0	0	0	0.28442	0	0.34219	0.27136	0.15728	0	0	0.11264	0	0.8517	0.01229	0.05827	0	0.01127	0.46424	0	0.05081	0.05647	0.06718	0	0.27191	0	0	0.17363	0.03924	0.12568	0.01925	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28988|s__GGB28988_SGB41701	0	0.1766	0	0	0	0	0.30825	0	0.51862	0	0.33156	0	0	0	0	0.40042	0	0	0	0	0	0.41902	0	0	0.01734	0.02304	0	0	0	0.0776	0.38574	0	0	0	0	0	0.24038	0	0	1.18951	0.2769	0	0	0.01825	0.47066	0.75121	0	0	0	1.91807	0	0	0	0	0	0	0.46352	0	0	0	0.09715	0	0.61383	0.01818	0	0	0.22309	3.63887	0.00702	0.00285	1.58631	0	0	0	1.03788	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76226|o__OFGB76226|f__FGB76226|g__GGB28960|s__GGB28960_SGB41669	0	0.17291	0	0	0	0	0	0	0.03105	0	0	0	0	0	0	0.1211	0	0	0	0	0	0	0	0.00777	0.02879	0	0	0	0	0	0.03495	0	0	0.07898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36166	0	0.5331	0	0.07163	0.03429	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75970|o__OFGB75970|f__FGB75970|g__GGB30408|s__GGB30408_SGB43438	0	0.17273	0	0	0	0.04846	0.32471	0	0.05805	0	0.37342	0	0	0	0	0.40606	1.4915	0.00579	0.16189	0	0.334	0.78683	0.00913	0.18257	0.09656	0.20037	0	0	0	0.20809	0.26608	0	0	0.33858	0	0	0.25076	0	0	0.43424	0.63975	0.47954	0.01481	0.24135	0.53458	0.05279	0	0	0.02361	0.32156	0	0.59617	0.22469	0.46918	0	0	0.11977	0	1.89522	0	0.07073	0	0.67791	0.02841	0	0	0.25287	0.1785	0	0	0.01806	0	0	0.00323	0.42019	0.34426	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD42_87	0	0.16931	0	0	0	0	0.48471	0	0.02427	0	0	0	0	0	0	0.36799	0	0.0049	0.64533	0	0.00226	1.72377	0.02338	1.31455	0.34551	0	0.00367	0	0	0.03138	0.68905	0	0	0.02414	0	0	3.2498	0	0	0.27284	0.2427	0	0	0.60826	0	0.02377	0	0	0.33879	2.37488	0	0.00499	0.10835	0	0	0	0	0	0	0	0.56346	0	0	0	0	0	0.16558	0	0	0	0.99176	0	0	0.0171	0.03726	0.10019	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_dubosii	0	0.16908	0	0	0	0	0.17058	0	0.16314	0	0.34199	0	0	0	0	0.00274	0.53883	0	0.67921	0	0.06046	0.31233	0	0.07656	0.0821	0.60044	0	0	0	0.24595	0.06484	0	0	0.12682	0	0	0.42786	0	0	0.12275	0.21473	0.63909	0.00625	0.05946	0	0.16822	0	0	0	0.42679	0	2.07944	0.82733	0.83148	0	0	0.36081	0	0.64627	0	0.0343	0	0.29774	0.01236	0	0	0.00071	0	0	0	0.39368	0	0.6173	0.60038	0.57464	0.43248	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41001	0	0.16857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19601	0	0	0	0	0	0.42916	0	0	0	0	0	0	0	1.04797	0.12028	0	0	0.03728	0	0	0.04523	0	0	0	0.94535	0	0	0.70324	0.24901	0	0	0	0.08235	0	0	0.17114	0.04107	0	0	0	0	0	0.52595	0	0.03687	0	0.13865	0	0	0	0.03703	0.04374	0	0	0.01661	0	0	0	0.31022	0.15177	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76244|o__OFGB76244|f__FGB76244|g__GGB28967|s__GGB28967_SGB41417	0	0.16689	0	0	0	0	0.64747	0	0.785	0	0.36198	0.0068	0	0	0	0.50013	0.32131	0.21302	0.40726	0	0.40762	0.27019	0	0.69219	0.17417	0.5216	0.02092	0.00362	0.04647	0.64004	0.22721	0	0	0.18762	0	0	0.06164	0.05379	0	0.42472	1.18594	0.15941	0	0.17751	0.78925	0.60406	0	0	0.01444	1.00353	0	0.50988	0.05586	0.62917	0.04992	0	0.25416	0	0.44956	0	0.11582	0.03892	1.86548	0.10085	0	0	0.27054	1.42101	0.01002	0.00442	0.16799	0.00541	0.42176	0.14075	0.33009	0.33188	0	0.00235	0.03122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205	0	0.14252	0	0	0	0	0.1275	0	0.20576	0	0	0	0	0	0	0.16141	0	0	0.07221	0	0	0	0	0.02956	0.03126	0	0.01841	0	0	0	0.05272	0	0	0	0	0	0.64093	0	0	0.20692	0	0	0.01215	0.88356	0	2.41526	0	0	0	0.02433	0	0	0	0	0	0	0	0.24087	0.17547	0	0.13386	0	0.00822	0	0	0.14325	0.21056	0.03572	0	0	0	0	0.29368	0	0	0	0	0.01646	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0	0.13961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02604	0	0	0	0	0	0	0	0	0	0	0	0.11285	0	0	0	0	0	0	0	0	0	0	0	0	0.37755	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0.00305	0.0176	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330|s__GGB28330_SGB40904	0	0.13752	0	0	0	0	0.27195	0	0.20353	0	0.35337	0	0	0	0	0.15114	0.80169	0.01386	0.23233	0	0.06915	0.15759	0	0.0541	0.2076	0.23789	0	0	0	0.00494	0.12537	0	0	0.01827	0	0	0.99958	0	0	0.21381	0.02167	0.8663	0	0.01488	0.31079	0.01823	0	0	0.00765	0.2842	0	0.24051	0	1.03091	0	0	0.08675	0	0.7785	0	0.08272	0	0.51781	0.01624	0	0	0.11707	0.54633	0	0	0.58962	0	0.68529	0.33426	0.67502	1.12778	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388|g__GGB27866|s__GGB27866_SGB40300	0	0.12881	0	0.01615	0	0	0.09141	0.01405	0	0.01179	0.11343	0	0	0	0	0.00328	0.3121	0	0.04866	0	0.02765	0.18554	0	0.04437	0.01225	0.08864	0.02058	0	0	0.18511	0.05892	0.02203	0	0.08087	0	0	0.18723	0	0	0.14258	0.23369	0.12218	0	0.04226	0.15804	0.12967	0	0.03426	0	0.10689	0.02447	0.73336	0.26505	0.07914	0.10831	0	0.08726	0	0.06942	0	0.10987	0.00225	0.17175	0.02331	0.0496	0.02676	0.03889	0.06454	0	0.02934	0.16454	0.00131	0.0265	0.09298	0.19559	0.45601	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD8_48	0	0.12702	0	0	0	0	0.26328	0	0.23347	0	0.09907	0.00139	0.08783	0	0	0.22021	0.08597	0.21242	0.40483	0	0.0121	0.11513	0	0.05183	0.16695	0.12441	0.05217	0.00635	0	0.14795	0.12504	0	0	0.19763	0	0	0	0	0	0.18401	0.17822	0.07919	0	0.13386	0.02594	0.23292	0.01242	0	0	0.09338	0	0.04886	0	0.02616	0.02212	0	0.00656	0	0.0083	0.50069	0.22219	0	0	0	0.0139	0	0.2285	0	0	0	0.1874	0	0.03684	0.04929	0.59831	0.20221	0	0	0
